value,count
0,35
1,14
2,12
3,12
4,10
5,16
6,20
7,22
8,19
9,18
10,17
11,13
12,19
13,22
14,23
15,23
16,22
17,35
18,25
19,24
20,27
21,39
22,32
23,41
24,46
25,25
26,46
27,51
28,44
29,53
30,49
31,49
32,58
33,62
34,46
35,60
36,53
37,54
38,67
39,70
40,68
41,76
42,63
43,61
44,57
45,77
46,84
47,71
48,78
49,90
50,89
51,85
52,92
53,89
54,90
55,100
56,91
57,91
58,107
59,83
60,99
61,113
62,100
63,131
64,130
65,134
66,131
67,144
68,128
69,139
70,136
71,118
72,152
73,137
74,140
75,184
76,133
77,170
78,155
79,151
80,154
81,158
82,180
83,156
84,165
85,187
86,181
87,206
88,201
89,210
90,171
91,203
92,207
93,193
94,198
95,176
96,200
97,196
98,193
99,190
100,165
101,232
102,202
103,201
104,208
105,191
106,213
107,188
108,197
109,216
110,184
111,253
112,199
113,232
114,211
115,206
116,251
117,203
118,216
119,265
120,217
121,208
122,222
123,227
124,211
125,226
126,196
127,212
128,220
129,222
130,208
131,195
132,180
133,239
134,226
135,212
136,213
137,203
138,224
139,198
140,174
141,186
142,204
143,173
144,203
145,189
146,180
147,173
148,184
149,172
150,164
151,178
152,177
153,154
154,176
155,138
156,161
157,178
158,134
159,169
160,151
161,145
162,142
163,157
164,141
165,138
166,132
167,148
168,124
169,136
170,104
171,119
172,117
173,123
174,113
175,116
176,118
177,103
178,105
179,111
180,117
181,81
182,105
183,70
184,94
185,96
186,79
187,91
188,89
189,89
190,74
191,73
192,60
193,70
194,71
195,66
196,79
197,51
198,63
199,70
200,55
201,63
202,44
203,61
204,50
205,49
206,50
207,38
208,38
209,50
210,41
211,39
212,47
213,43
214,45
215,39
216,31
217,25
218,37
219,28
220,34
221,20
222,26
223,32
224,23
225,23
226,24
227,31
228,19
229,18
230,21
231,27
232,17
233,27
234,20
235,20
236,13
237,21
238,19
239,13
240,13
241,7
242,22
243,9
244,14
245,8
246,9
247,8
248,10
249,6
250,4
251,6
252,7
253,11
254,2
255,18
