value,count
0,0
1,0
2,3
3,0
4,0
5,0
6,0
7,0
8,0
9,4
10,0
11,0
12,4
13,0
14,0
15,0
16,0
17,4
18,4
19,4
20,4
21,12
22,20
23,12
24,20
25,52
26,52
27,56
28,52
29,68
30,40
31,76
32,92
33,96
34,140
35,152
36,148
37,136
38,204
39,216
40,152
41,248
42,224
43,224
44,224
45,288
46,300
47,316
48,300
49,330
50,358
51,394
52,382
53,372
54,360
55,400
56,424
57,464
58,464
59,444
60,528
61,520
62,484
63,572
64,564
65,586
66,616
67,624
68,618
69,577
70,596
71,612
72,668
73,580
74,552
75,628
76,665
77,660
78,716
79,720
80,717
81,609
82,639
83,724
84,704
85,588
86,712
87,693
88,717
89,781
90,696
91,730
92,696
93,695
94,634
95,802
96,720
97,692
98,708
99,772
100,759
101,758
102,728
103,692
104,686
105,696
106,640
107,676
108,796
109,752
110,720
111,760
112,670
113,723
114,703
115,700
116,681
117,636
118,554
119,620
120,768
121,678
122,665
123,733
124,638
125,706
126,687
127,609
128,809
129,661
130,623
131,689
132,636
133,709
134,708
135,726
136,679
137,758
138,694
139,639
140,670
141,636
142,749
143,662
144,638
145,614
146,630
147,744
148,622
149,700
150,695
151,638
152,627
153,634
154,629
155,817
156,590
157,667
158,674
159,579
160,622
161,581
162,604
163,606
164,637
165,621
166,553
167,549
168,696
169,537
170,666
171,560
172,576
173,593
174,562
175,484
176,409
177,520
178,491
179,495
180,398
181,517
182,566
183,438
184,411
185,459
186,408
187,409
188,462
189,395
190,384
191,425
192,419
193,311
194,335
195,304
196,397
197,268
198,285
199,306
200,327
201,279
202,220
203,257
204,230
205,258
206,224
207,186
208,183
209,168
210,167
211,130
212,190
213,161
214,128
215,107
216,126
217,89
218,104
219,95
220,93
221,74
222,74
223,69
224,76
225,68
226,68
227,72
228,40
229,54
230,44
231,50
232,52
233,42
234,48
235,16
236,40
237,40
238,25
239,20
240,16
241,14
242,16
243,5
244,16
245,12
246,3
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
