value,count
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,1
59,1
60,0
61,0
62,0
63,1
64,3
65,1
66,3
67,2
68,4
69,1
70,3
71,12
72,13
73,10
74,7
75,5
76,11
77,7
78,7
79,6
80,11
81,4
82,10
83,6
84,20
85,21
86,8
87,16
88,11
89,10
90,20
91,23
92,21
93,39
94,13
95,18
96,16
97,22
98,21
99,24
100,37
101,37
102,37
103,36
104,55
105,41
106,58
107,43
108,48
109,37
110,57
111,58
112,53
113,61
114,75
115,63
116,55
117,74
118,72
119,89
120,93
121,99
122,67
123,76
124,105
125,84
126,81
127,93
128,113
129,104
130,122
131,111
132,121
133,111
134,138
135,118
136,139
137,147
138,152
139,159
140,149
141,191
142,164
143,146
144,199
145,187
146,195
147,162
148,186
149,139
150,150
151,166
152,163
153,98
154,140
155,156
156,125
157,133
158,134
159,117
160,109
161,100
162,114
163,134
164,75
165,80
166,74
167,88
168,91
169,71
170,51
171,60
172,38
173,44
174,53
175,52
176,33
177,39
178,27
179,47
180,30
181,38
182,31
183,31
184,24
185,35
186,16
187,11
188,19
189,20
190,19
191,14
192,13
193,14
194,11
195,13
196,11
197,2
198,4
199,10
200,4
201,0
202,10
203,6
204,6
205,3
206,9
207,4
208,3
209,5
210,11
211,1
212,2
213,2
214,2
215,4
216,0
217,0
218,1
219,0
220,2
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
