value,count
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,12
8,8
9,24
10,44
11,56
12,68
13,84
14,76
15,112
16,116
17,152
18,132
19,140
20,176
21,140
22,184
23,152
24,148
25,140
26,172
27,168
28,160
29,180
30,144
31,188
32,184
33,152
34,188
35,120
36,152
37,176
38,200
39,148
40,152
41,148
42,152
43,168
44,148
45,180
46,136
47,192
48,160
49,128
50,148
51,128
52,176
53,164
54,144
55,136
56,116
57,112
58,156
59,148
60,132
61,132
62,136
63,144
64,164
65,108
66,132
67,96
68,124
69,172
70,140
71,116
72,120
73,128
74,92
75,152
76,105
77,144
78,116
79,112
80,104
81,120
82,124
83,108
84,144
85,100
86,86
87,104
88,152
89,92
90,124
91,96
92,128
93,116
94,108
95,108
96,120
97,92
98,108
99,104
100,72
101,128
102,94
103,94
104,120
105,112
106,104
107,100
108,76
109,80
110,116
111,108
112,112
113,124
114,76
115,78
116,115
117,116
118,117
119,74
120,80
121,55
122,63
123,96
124,60
125,94
126,84
127,62
128,88
129,92
130,76
131,72
132,45
133,69
134,87
135,76
136,75
137,92
138,48
139,95
140,95
141,102
142,68
143,80
144,69
145,103
146,96
147,63
148,59
149,57
150,89
151,57
152,66
153,44
154,44
155,60
156,50
157,36
158,74
159,54
160,81
161,62
162,37
163,39
164,23
165,33
166,35
167,28
168,74
169,41
170,47
171,21
172,38
173,34
174,41
175,20
176,30
177,21
178,13
179,17
180,20
181,6
182,15
183,8
184,15
185,31
186,16
187,16
188,11
189,0
190,5
191,0
192,6
193,0
194,2
195,8
196,4
197,1
198,0
199,0
200,0
201,0
202,0
203,0
204,3
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
