value,count
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,1
36,4
37,11
38,47
39,31
40,40
41,31
42,28
43,27
44,16
45,18
46,8
47,12
48,12
49,10
50,6
51,7
52,4
53,7
54,4
55,8
56,3
57,8
58,7
59,7
60,7
61,6
62,3
63,6
64,5
65,5
66,4
67,6
68,8
69,5
70,2
71,5
72,3
73,5
74,7
75,5
76,8
77,6
78,6
79,7
80,5
81,3
82,3
83,7
84,5
85,7
86,11
87,8
88,12
89,6
90,7
91,7
92,9
93,9
94,6
95,9
96,5
97,15
98,8
99,8
100,12
101,16
102,9
103,9
104,9
105,18
106,11
107,10
108,16
109,18
110,19
111,12
112,23
113,23
114,15
115,25
116,17
117,28
118,23
119,28
120,27
121,23
122,30
123,19
124,20
125,27
126,16
127,24
128,17
129,25
130,21
131,20
132,16
133,19
134,20
135,15
136,19
137,12
138,12
139,6
140,9
141,8
142,10
143,8
144,3
145,5
146,4
147,5
148,3
149,1
150,2
151,5
152,1
153,3
154,4
155,3
156,8
157,4
158,3
159,3
160,1
161,7
162,1
163,9
164,5
165,4
166,6
167,1
168,5
169,1
170,3
171,4
172,9
173,3
174,6
175,6
176,5
177,7
178,5
179,6
180,4
181,5
182,5
183,3
184,3
185,4
186,4
187,7
188,2
189,3
190,4
191,4
192,5
193,3
194,9
195,4
196,12
197,6
198,6
199,7
200,2
201,2
202,4
203,3
204,7
205,6
206,5
207,8
208,8
209,6
210,2
211,4
212,6
213,2
214,5
215,4
216,3
217,3
218,3
219,4
220,3
221,1
222,1
223,2
224,0
225,2
226,2
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
