value,count
0,350
1,121
2,140
3,127
4,104
5,112
6,119
7,93
8,104
9,97
10,93
11,82
12,85
13,97
14,106
15,112
16,118
17,109
18,104
19,94
20,108
21,121
22,114
23,103
24,119
25,122
26,130
27,122
28,131
29,135
30,121
31,122
32,118
33,134
34,132
35,127
36,140
37,131
38,126
39,130
40,152
41,131
42,136
43,127
44,153
45,144
46,137
47,132
48,165
49,142
50,136
51,161
52,131
53,134
54,142
55,121
56,149
57,118
58,145
59,173
60,148
61,146
62,147
63,153
64,157
65,150
66,158
67,149
68,135
69,163
70,161
71,170
72,139
73,163
74,169
75,182
76,176
77,157
78,170
79,192
80,166
81,183
82,172
83,192
84,192
85,181
86,183
87,146
88,201
89,182
90,173
91,195
92,176
93,198
94,181
95,185
96,185
97,174
98,172
99,181
100,194
101,187
102,174
103,195
104,194
105,188
106,154
107,175
108,186
109,165
110,183
111,177
112,185
113,169
114,159
115,177
116,187
117,175
118,145
119,172
120,185
121,167
122,193
123,181
124,188
125,159
126,189
127,167
128,164
129,179
130,168
131,211
132,203
133,164
134,165
135,159
136,199
137,155
138,178
139,178
140,177
141,182
142,192
143,158
144,181
145,173
146,168
147,179
148,170
149,164
150,140
151,152
152,163
153,155
154,151
155,169
156,167
157,165
158,171
159,156
160,175
161,155
162,181
163,155
164,146
165,149
166,143
167,159
168,136
169,146
170,132
171,156
172,145
173,125
174,135
175,140
176,148
177,159
178,142
179,142
180,130
181,158
182,141
183,130
184,150
185,116
186,114
187,106
188,135
189,123
190,118
191,125
192,105
193,122
194,122
195,116
196,116
197,121
198,116
199,115
200,133
201,118
202,107
203,92
204,104
205,115
206,108
207,107
208,99
209,115
210,122
211,75
212,116
213,106
214,104
215,105
216,82
217,99
218,104
219,99
220,62
221,101
222,86
223,88
224,84
225,86
226,81
227,105
228,82
229,83
230,75
231,94
232,77
233,78
234,97
235,95
236,60
237,93
238,81
239,83
240,80
241,86
242,93
243,84
244,101
245,83
246,83
247,80
248,103
249,108
250,139
251,138
252,140
253,148
254,126
255,348
