value,count
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,1
70,0
71,0
72,0
73,0
74,0
75,1
76,0
77,0
78,0
79,0
80,2
81,0
82,0
83,2
84,1
85,0
86,0
87,0
88,0
89,1
90,0
91,0
92,2
93,2
94,2
95,0
96,10
97,8
98,6
99,4
100,6
101,6
102,3
103,4
104,11
105,3
106,5
107,12
108,9
109,8
110,18
111,12
112,16
113,34
114,24
115,30
116,21
117,39
118,25
119,44
120,30
121,45
122,55
123,50
124,53
125,64
126,70
127,85
128,79
129,55
130,80
131,68
132,86
133,83
134,112
135,109
136,110
137,117
138,111
139,127
140,166
141,137
142,135
143,149
144,122
145,181
146,130
147,168
148,132
149,149
150,134
151,136
152,122
153,155
154,90
155,103
156,134
157,112
158,127
159,98
160,102
161,88
162,117
163,138
164,85
165,80
166,87
167,64
168,75
169,79
170,81
171,76
172,77
173,59
174,60
175,61
176,39
177,43
178,81
179,61
180,53
181,52
182,59
183,43
184,34
185,42
186,33
187,26
188,34
189,24
190,28
191,24
192,42
193,20
194,20
195,20
196,20
197,11
198,13
199,17
200,12
201,17
202,10
203,19
204,10
205,6
206,6
207,5
208,7
209,2
210,6
211,3
212,2
213,5
214,2
215,2
216,6
217,4
218,0
219,0
220,4
221,2
222,4
223,0
224,0
225,0
226,4
227,0
228,0
229,0
230,1
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
