value,count
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,2
93,0
94,1
95,0
96,3
97,2
98,3
99,2
100,6
101,3
102,6
103,10
104,6
105,13
106,13
107,13
108,8
109,12
110,12
111,11
112,9
113,12
114,13
115,10
116,14
117,18
118,26
119,16
120,20
121,24
122,21
123,19
124,27
125,28
126,38
127,24
128,26
129,24
130,32
131,22
132,38
133,29
134,27
135,40
136,32
137,28
138,31
139,30
140,31
141,39
142,36
143,30
144,42
145,35
146,48
147,38
148,33
149,44
150,33
151,37
152,41
153,50
154,33
155,44
156,52
157,52
158,55
159,37
160,47
161,52
162,48
163,51
164,50
165,45
166,41
167,52
168,48
169,46
170,60
171,58
172,62
173,62
174,49
175,66
176,67
177,56
178,53
179,66
180,62
181,49
182,57
183,69
184,66
185,68
186,61
187,45
188,65
189,59
190,56
191,64
192,68
193,70
194,56
195,66
196,62
197,65
198,61
199,48
200,52
201,67
202,80
203,56
204,63
205,58
206,83
207,61
208,65
209,94
210,86
211,81
212,96
213,88
214,104
215,118
216,128
217,147
218,122
219,154
220,157
221,152
222,146
223,207
224,249
225,134
226,152
227,178
228,160
229,104
230,90
231,113
232,30
233,6
234,2
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
