value,count
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,1
59,0
60,0
61,0
62,0
63,0
64,0
65,1
66,1
67,1
68,2
69,0
70,2
71,3
72,5
73,1
74,3
75,5
76,4
77,2
78,7
79,14
80,6
81,7
82,11
83,9
84,13
85,11
86,17
87,15
88,17
89,12
90,24
91,18
92,29
93,23
94,31
95,20
96,29
97,26
98,38
99,32
100,46
101,37
102,46
103,59
104,53
105,53
106,49
107,60
108,66
109,54
110,71
111,65
112,65
113,73
114,92
115,85
116,81
117,93
118,82
119,80
120,109
121,113
122,113
123,118
124,99
125,83
126,123
127,121
128,146
129,150
130,123
131,135
132,138
133,165
134,150
135,151
136,145
137,164
138,164
139,158
140,182
141,167
142,199
143,160
144,178
145,217
146,178
147,197
148,227
149,221
150,197
151,197
152,214
153,238
154,224
155,219
156,226
157,194
158,222
159,247
160,205
161,219
162,217
163,201
164,237
165,231
166,233
167,228
168,223
169,231
170,231
171,228
172,218
173,241
174,203
175,211
176,215
177,214
178,234
179,229
180,222
181,228
182,228
183,198
184,204
185,194
186,202
187,194
188,176
189,156
190,168
191,172
192,144
193,149
194,143
195,127
196,114
197,128
198,101
199,106
200,118
201,99
202,94
203,90
204,65
205,64
206,70
207,83
208,60
209,62
210,46
211,44
212,42
213,32
214,33
215,28
216,33
217,16
218,16
219,18
220,11
221,9
222,6
223,6
224,2
225,2
226,4
227,2
228,3
229,1
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
