value,count
0,0
1,0
2,1
3,1
4,1
5,2
6,0
7,0
8,2
9,3
10,1
11,5
12,2
13,2
14,3
15,2
16,5
17,1
18,5
19,10
20,7
21,7
22,6
23,11
24,14
25,8
26,10
27,16
28,16
29,12
30,22
31,27
32,24
33,25
34,27
35,38
36,37
37,34
38,38
39,46
40,69
41,59
42,78
43,64
44,90
45,83
46,107
47,105
48,117
49,110
50,126
51,135
52,148
53,160
54,157
55,163
56,166
57,187
58,167
59,189
60,194
61,198
62,198
63,215
64,231
65,218
66,260
67,236
68,279
69,251
70,277
71,272
72,331
73,321
74,344
75,328
76,330
77,358
78,370
79,417
80,374
81,393
82,389
83,455
84,441
85,466
86,528
87,487
88,492
89,510
90,519
91,540
92,553
93,550
94,596
95,629
96,589
97,600
98,597
99,633
100,653
101,580
102,610
103,628
104,667
105,641
106,641
107,630
108,606
109,622
110,601
111,559
112,563
113,577
114,566
115,543
116,578
117,543
118,572
119,484
120,522
121,493
122,504
123,500
124,433
125,462
126,444
127,442
128,461
129,419
130,414
131,418
132,414
133,415
134,427
135,408
136,404
137,387
138,405
139,356
140,352
141,359
142,352
143,335
144,317
145,338
146,358
147,368
148,356
149,369
150,366
151,386
152,371
153,358
154,357
155,382
156,360
157,380
158,409
159,406
160,413
161,394
162,417
163,394
164,438
165,417
166,439
167,416
168,460
169,486
170,497
171,533
172,453
173,518
174,485
175,480
176,522
177,530
178,546
179,564
180,566
181,569
182,586
183,591
184,621
185,564
186,619
187,631
188,647
189,666
190,655
191,666
192,687
193,682
194,706
195,703
196,689
197,698
198,754
199,700
200,708
201,713
202,724
203,710
204,797
205,731
206,704
207,707
208,701
209,676
210,714
211,692
212,687
213,706
214,628
215,596
216,613
217,638
218,610
219,548
220,599
221,550
222,525
223,487
224,511
225,481
226,422
227,460
228,419
229,384
230,400
231,410
232,347
233,335
234,315
235,312
236,264
237,260
238,253
239,245
240,216
241,228
242,207
243,189
244,174
245,165
246,158
247,118
248,120
249,110
250,101
251,86
252,79
253,67
254,49
255,160
