value,count
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,16
36,0
37,36
38,16
39,37
40,0
41,6
42,0
43,0
44,19
45,68
46,41
47,36
48,0
49,0
50,16
51,31
52,16
53,72
54,62
55,0
56,59
57,88
58,32
59,68
60,42
61,75
62,6
63,22
64,70
65,54
66,20
67,127
68,80
69,39
70,49
71,23
72,62
73,71
74,83
75,16
76,96
77,36
78,20
79,85
80,81
81,22
82,42
83,18
84,16
85,25
86,66
87,20
88,32
89,40
90,56
91,41
92,25
93,13
94,42
95,0
96,0
97,16
98,3
99,20
100,0
101,50
102,36
103,0
104,0
105,41
106,16
107,0
108,36
109,14
110,41
111,16
112,20
113,40
114,0
115,31
116,20
117,0
118,16
119,84
120,16
121,45
122,0
123,36
124,61
125,45
126,20
127,36
128,40
129,41
130,0
131,0
132,36
133,20
134,0
135,36
136,72
137,25
138,40
139,68
140,20
141,0
142,72
143,0
144,41
145,16
146,0
147,45
148,16
149,20
150,36
151,16
152,36
153,20
154,0
155,52
156,36
157,16
158,20
159,0
160,0
161,0
162,0
163,25
164,36
165,0
166,0
167,20
168,32
169,0
170,0
171,0
172,20
173,45
174,0
175,0
176,0
177,0
178,20
179,0
180,0
181,0
182,0
183,25
184,0
185,20
186,20
187,16
188,20
189,0
190,0
191,16
192,20
193,0
194,0
195,16
196,0
197,0
198,40
199,0
200,0
201,25
202,0
203,0
204,0
205,0
206,0
207,20
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,16
219,0
220,40
221,20
222,0
223,0
224,25
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
