value,count
0,0
1,0
2,1
3,1
4,3
5,3
6,5
7,5
8,3
9,5
10,5
11,4
12,2
13,6
14,2
15,6
16,15
17,9
18,8
19,4
20,6
21,7
22,9
23,13
24,9
25,6
26,12
27,13
28,16
29,10
30,10
31,11
32,11
33,12
34,8
35,14
36,14
37,15
38,19
39,13
40,16
41,15
42,8
43,14
44,17
45,13
46,19
47,14
48,20
49,14
50,14
51,24
52,11
53,20
54,16
55,26
56,27
57,21
58,16
59,15
60,18
61,23
62,24
63,24
64,28
65,19
66,23
67,39
68,23
69,24
70,39
71,26
72,27
73,21
74,28
75,36
76,28
77,41
78,29
79,41
80,28
81,29
82,41
83,34
84,40
85,39
86,50
87,29
88,50
89,43
90,43
91,46
92,39
93,47
94,37
95,45
96,53
97,45
98,55
99,41
100,53
101,36
102,41
103,53
104,48
105,52
106,51
107,50
108,53
109,48
110,55
111,49
112,42
113,45
114,60
115,55
116,48
117,52
118,54
119,49
120,59
121,51
122,61
123,54
124,67
125,49
126,53
127,40
128,46
129,53
130,51
131,53
132,49
133,66
134,48
135,51
136,63
137,44
138,47
139,60
140,54
141,65
142,47
143,67
144,57
145,64
146,59
147,63
148,58
149,57
150,52
151,54
152,53
153,73
154,59
155,42
156,63
157,56
158,61
159,54
160,67
161,67
162,64
163,42
164,58
165,57
166,45
167,36
168,66
169,42
170,58
171,55
172,39
173,50
174,53
175,50
176,57
177,49
178,36
179,56
180,38
181,30
182,34
183,44
184,39
185,41
186,37
187,32
188,15
189,33
190,33
191,31
192,26
193,20
194,36
195,33
196,33
197,29
198,22
199,33
200,25
201,20
202,29
203,27
204,24
205,28
206,30
207,40
208,31
209,25
210,26
211,23
212,20
213,32
214,18
215,23
216,27
217,22
218,29
219,17
220,23
221,23
222,21
223,24
224,20
225,12
226,16
227,19
228,12
229,11
230,7
231,12
232,10
233,9
234,5
235,4
236,4
237,5
238,5
239,2
240,2
241,3
242,3
243,0
244,3
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
